FUM-nr,X,Antal_dele,Emne_ord,Placering,Dansk_navn,Latinsk_navn,Antal_fossiler,Fund_oplysninger,Notater,Lokalitet,Finder,Fossilets_dimensioner,e,Beskaffenhed,Bevaringstilstand,Foto,Bilag,Beskrevet_af,Udlånsstatus,Opbevares,Box_nr.,Status,Kontaktoplysninger
1114,,,ins-ins-græshoppe/fin bagvinge,,,,,,,,,,,,,,,N.P. Kristensen Zoo. Museum,,1114A i m44 1114B i m-jalousiskab,,×,
1115,,,inv.-slangestjerne,,,,,,,,,,,,,,,,,61,,×,
1116,,,inv.-musling/aftryk,,,,,,,,,,,,,,,Obs!!! - montre 13 for tilhørende stykker,,m,,×,
1117,,,fisk.-ubekendt/kæbe,,,,,,,,,,,,,,,,,m,,×,
1118,,,fugl-ubekendt/fjer,,,,,,,,,,,,,,,,,25 B,,×,
1119,,-modplade,Fisk,,Tarpon,Elopiformes,,,Tarponskæl i strukturløs moler,,Fjeldsø,24mm*20mm,,Strukturløs moler,god,1,,,,,,×,
1120,,,insekt-løvbille/aftryk,,,,,,,,,,,,,,,H.Madsen,,42B,,×,
1121,,,bot.bambus/gren+blad,,,,,,,,,,,,,,,Fjeldsø,,m,,×,
1122,,,bot.bambus,,,,,,,,,,,,,,,Fjeldsø,,m,,×,
1123,,,struktur-gravegange,,,,,,,,,,,,,,,,,62 B,,×,
1124,,,ubestemt flad knogle,,,,,,,,,,,,,,,,,m,,×,
1125,,,fisk-neocl./hel,,,,,,,,,,,,,,,,,m,,×,
1126,,,fisk.-ubest./kæbe,,,,,,,,,,,,,,,,,m,,×,
1127,,,bot.træ/træstamme,,,,,,,,,,,,,,,Dob-nr FUM-N-1421,,m + 26,,×,
1128,,,struktur-gravegange,,,,,,,,,,,,,,,,,62 B,,×,
1129,,,fisk-makrel/fragm. Af krop uden hale,,,,,,,,,,,,,,,,,m,,×,
1130,,,fisk-rødfisk/aftryk,,,,,,,,,,,,,,,Bonde,,15,,×,
1131,,,"fisk-havaborregr., sandkasse",,,,,,,,,,,,,,,Bonde,,m-jalousiskab,,×,
1132,,,"fisk-ulklign/krop+hale, sandkasse",,,,,,,,,,,,,,,Bonde,,m-jalousiskab,,×,
1133,,,fisk-smelt/kranium m brystfinne (sandkasse),,,,,,,,,,,,,,,Bonde,,m + 13,,×,
1134,,,fisk-percoidFragm.-næsten komplet (sandk.),,,,,,,,,,,,,,,,,13,,×,
1135,,,inv.-musling,,,,,,,,,,,,,,,,,m + 22,,×,
1136,,,fisk-smelt/hovedet mangler.,,,,,,,,,,,,,,,,,m,,×,
1137,,,fisk-nålefisk/uden hoved og hale,,,,,,,,,,,,,,,,,mgl. V.sidste rev,,÷,
1138,,,fisk-sild,,,,,,,,,,,,,,,,,13,,×,
1139,,,ins.-sommerfugl,,,,,,,,,,,,,,,Er bestemt - se emnekort. Forskers navn ??,,m,,×,
1140,,,fisk-makrel/hale,,,,,,,,,,,,,,,,,m,,×,
1141,,,bot.frugt,,,,,,,,,,,,,,,,,m,,×,
1142,,,fisk-havaborre/2/3 af fisken,,,,,,,,,,,,,,,Bonde,,m,,×,
1143,,,bot.bambus/lille fragm,,,,,,,,,,,,,,,,,m,,×,
1144,,,bot.løv/blad,,,,,,,,,,,,,,,,,m,,×,
1145,,,bot.bambus/fragm.,,,,,,,,,,,,,,,,,m,,×,
1146,,,fisk-makrel/kropsfragm.,,,,,,,,,,,,,,,,,m,,×,
1147,,,ins-ins-cikade/vinge m. farvetegninger,,,,,,,,,,,,,,,,,43,,×,
1148,,,bot.nåletræ/fragm. M. cellestruktur,,,,,,,,,,,,,,,,,m,,×,
1149,,,mineraler-gipskrystaller,,,,,,,,,,,,,,,,,59,,×,
1150,,,bot.gren/tvedelt uden struktur,,,,,,,,,,,,,,,,,m,,×,
1151,,,fisk-ubest.,,,,,,,,,,,,,,,Fjeldsø,,m,,×,
1152,,,fisk-slangemakrel,,,,,,,,,,,,,,,Bonde 08,,m,,×,
1153,,,fisk-torsk/juvenil,,,,,,,,,,,,,,,bonde,,m,,×,
1154,,,fisk-perciform/kæbefragm.,,,,,,,,,,,,,,,Bonde,,m,,×,
1155,,,fisk-ubek/rester,,,,,,,,,,,,,,,Udsyret af M.B.,,m,,×,
1156,,,fisk-smelt/uden hoved.,,,,,,,,,,,,,,,Fjeldsø,,m,,×,
1157,,,ins-ørentvist/bagkrop,,,,,,,,,,,,,,,Fjeldsø,,m,,×,
1158,,,ins-ins-græshoppe,,,,,,,,,,,,,,,Fjeldsø,,44,,×,
1159,,,ins-tæge/m. vinger,,,,,,,,,,,,,,,Fjeldsø,,m,,×,
1160,,,fisk-laks/kæbe,,,,,,,,,,,,,,,,,m,,×,
1161,,,bot.padderokke/stængelfragm.,,,,,,,,,,,,,,,Fjeldsø,,31,,×,
1162,,,bot.ubest/grene+runde frugter,,,,,,,,,,,,,,,,,m,,×,
1163,,,ins-tæge,,,,,,,,,,,,,,,,,m,,×,
1164,,,ins-stankelben/bagkrop+ 1 vinge,,,,,,,,,,,,,,,,,m,,×,
1165,,,ins-damtæge/flere,,,,,,,,,,,,,,,,,m,,×,
1166,,,bot.sequoia/skud m. 3 nåle,,,,,,,,,,,,,,,Fjeldsø,,m,,×,
1167,,,,,,,,,,,,,,,,,,ingen emnekort.,,mgl. V.sidste rev,,÷,
1168,,,ins-ins-cikade/sammentrykt,,,,,,,,,,,,,,,,,m,,×,
1169,,,ins-ins-cikade/næsten komplet,,,,,,,,,,,,,,,Rust & S.B.A,,m,,×,
1170,,,ins-ins-græshoppe/vinge,,,,,,,,,,,,,,,,,m,,×,
1171,,,padde-skildpadde/fragm af bugskjold,,,,,,,,,,,,,,,4 stykker,,24,,×,
1172,,,fisk-ubest./ 3 små fisk,,,,,,,,,,,,,,,emnekort,,mgl. V.sidste rev,,÷,
1173,,,bot.bambus/mange blade+stængel,,,,,,,,,,,,,,,,,m-stue,,×,
1174,,,fisk-nålefisk/krenium+nakke,,,,,,,,,,,,,,,Georg stenstrop,,m,3,×,
1175,,,fisk-rødfisk/forreste del af krop,,,,,,,,,,,,,,,Bonde,,m,,×,
1176,,,"bot-bambus""/ 4 blade",,,,,,,,,,,,,,,G.S.,,m,,×,
1177,,,mineraler-konkretion/svovlkis,,,,,,,,,,,,,,,G.S.,,fandtes v. rev 04,,÷,
1178,,,svamp-kisel/fragm af rodgrene,,,,,,,,,,,,,,,G.S.,,m,,×,
1179,,,fugl-ubest./fragm af ben,,,,,,,,,,,,,,,G.S.,,m,,×,
1180,,,bot-aravcaria/3fragm,,,,,,,,,,,,,,,G.S.,,m,,×,
1181,,,bot-aravcaria/kogle,,,,,,,,,,,,,,,G.S.,,29,,×,
1182,,,mineral-pimosten/velbevaret lapillus,,,,,,,,,,,,,,,G.S.,,m,,×,
1183,,,inv-sø-slangestjerner/ 2 stk.,,,,,,,,,,,,,,,G.S.,,60,,×,
1184,,,fisk-polymixella/uden hale,,,,,,,,,,,,,,,G.S.,,12,,×,
1185,,,fisk-ubest/fragm.,,,,,,,,,,,,,,,G.S.,Skal limes,m,,×,
1186,,,inv-musling,,,,,,,,,,,,,,,G.S.,,m,,×,
1187,,,fisk-hajtand,,,,,,,,,,,,,,,D. Ward 2008,,m,,×,
1188,,,bot-træ/m. gravegange,,,,,,,,,,,,,,,,,m,,×,
1189,,,fisk-glansfisk/aftryk,,,,,,,,,,,,,,,,,7,,×,
1190,,,slange-havslange/hvirvler,,,,,,,,,,,,,,,,,24,,×,
1191,,,svamp-kisel,,,,,,,,,,,,,,,,,m,,×,
1192,,,inv-slangestjerner/ 6 hele + fragm,,,,,,,,,,,,,,,G.S  Mange stk. 8 emnekort,,m-stue + 60,,×,
1193,,,ins-snyltehveps/hel,,,,,,,,,,,,,,,G.S.,,m,,×,
1194,,,ins-tæge/ 2 stk. + 1 vinge,,,,,,,,,,,,,,,G.S,,m,,×,
1195,,,knogle-ubest/fragm.,,,,,,,,,,,,,,,G.S.    Bonde se på den !!!!,,m,,×,
1196,,,fisk-laks/ 4 næsten komplette+koprolit,,,,,,,,,,,,,,,,,m,,×,
1197,,,koprolit/stor,,,,,,,,,,,,,,,G.S,,m,,×,
1198,,,knogle-ubest.,,,,,,,,,,,,,,,,,m,,×,
1199,,,bot-frugt el rodknold,,,,,,,,,,,,,,,,,m,,×,
1200,,,fisk-polymixiidae/krop m. velbevaret skind,,,,,,,,,,,,,,,G.S.,,m-stue,,×,
1201,,,ins-ubek/vinge,,,,,,,,,,,,,,,,,m,,×,
1202,,,ins-ubek./vinge synlig,,,,,,,,,,,,,,,,,m,,×,
1203,,,ins-ubek/vinge,,,,,,,,,,,,,,,,,m,,×,
1204,,,inv-snegle/mange. 1stk. M. delvis hus.,,,,,,,,,,,,,,,,,51A,,×,
1205,,,bot-løv/blad,,,,,,,,,,,,,,,,,m,,×,
1206,,,bot-frø,,,,,,,,,,,,,,,Bonde??,,26,,×,
1207,,,krystaller-proto cementsten,,,,,,,,,,,,,,,Gave indl 95.,,m,,×,
1208,,,fisk-knogletunge,,,,,,,,,,,,,,,ingen emnekort.indl. Danekræ. ???,,fandtes v. rev 04,,÷,
1209,,,fisk-mene/hel,,,,,,,,,,,,,,,G.S har været indl. Til d-kræ,"Retur fra Danekræ, hvis den har været afsted.",16,,×,
1210,,,bot./blad,,,,,,,,,,,,,,,G.S.emnekort. danekræ??,"Retur fra Danekræ, hvis den har været afsted.",m,,×,
1211,,0,konkretion/svovlkis,,,,,,Januar 2010 - Fjernet fra samlingen. Pyritten var begundt at danne svovlsyre. Stenen stod ikke til at rede. ,,,,,,,,,m. på skuffeskab. Kasseres????,,i kasse i maga. Kasseres,,×,
1212,,,konkretion/svovlkis,,,,,,Januar 2010 - Fjernet fra samlingen. Pyritten var begundt at danne svovlsyre. Stenen stod ikke til at rede. ,,,,,,,,,m på skuffeskab. Kasseres????,,i kasse i maga. Kasseres,,×,
1213,,,bot-træ/m.svamp,,,,,,,,,,,,,,,G.S .Noget galt. Se emnekort,,61,,×,
1214,,,bot-sandsten/ i forstenet træ,,,,,,,,,,,,,,,,,61,,×,
1215,,,bot-padderokke/topskud,,,,,,,,,,,,,,,G.S.+ Bonde,,31,,×,
1216,,,fisk-pindsvinefisk,,,,,,,,,,,,,,,d-kræ??- D 6,,mgl. V.sidste rev,,÷,
1217,,,bot-træ/formodet kogle,,,,,,,,,,,,,,,Gave indl. 14/7 - 95,,m,,×,
1218,,,fisk-koprolit,,,,,,,,,,,,,,,,,m,,×,
1219,,,fisk-ubest.,,,,,,,,,,,,,,,Er Dane-kræ nr 180,,D-kræ nr 180,,÷,
1220,,,fisk-unge-Juvenil Perciform,,,,,,,,,,,,,,,Niels Bonde 2009,,m,,×,
1221,,,ins-skarnbasselign/del af bagende,,,,,,,,,,,,,,,,,m,,×,
1222,,,fisk-pindsvinefisk,,,,,,,,,,,,,,,Bonde 09,,36,,×,
1223,,,inv-reje,Crustacea (krebsdyr),,,,,,,,,,,,,,G.S. Noget galt m. emnekort,,19,,×,
1224,,,fisk-ubest./hel m. tydeligt øje,,,,,,,,,,,,,,,,,m ,,×,
1225,,,fisk-antigonia/uden hale + flotte skæl,,,,,,,,,,,,,,,,,"A - m, B i m15",5,×,
1226,,,fisk-antigonia,,,,,,,,,,,,,,,Hvor er A pl.??,,m,,×,
1227,,,fisk-sildeformet/krop u. hoved og hale,,,,,,,,,,,,,,,,,m,,×,
1228,,,fisk/koprolit + blanke fiskerester,,,,,,,,,,,,,,,G.S.,,m,,×,
1229,,,ins-ins-græshoppe,,,,,,,,,,,,,,,G.S.,,m,,×,
1230,,,fisk-mene/fin,,,,,,,,,,,,,,,,,m+16,,×,
1231,,,fisk-nålefisk,,,,,,,,,,,,,,,,,m,,×,
1232,,,fisk-aborrelign./hoved,,,,,,,,,,,,,,,G.S.,,m,,×,
1233,,,bot-stængel/leddelt fragm,,,,,,,,,,,,,,,,,m,,×,
1234,,,fisk-koprolit,,,,,,,,,,,,,,,,,m,,×,
1235,,,fisk-koprolit,,,,,,,,,,,,,,,,,m+m-stue,,×,
1236,,,struktur-dendriter/udfl af jern + mangan,,,,,,,,,,,,,,,,, ,,×,
1237,,,ins-ins-græshoppe,,,,,,,,,,,,,,,,,m,,×,
1238,,,fisk-ubes/juvenil/klemt,,,,,,,,,,,,,,,,,m,,×,
1239,,,fugl el pattedyr/knoglefragm,,,,,,,,,,,,,,,Bonde se på den !!!!,,m,,×,
1240,,,fugl-knogle/m oval brudflade,,,,,,,,,,,,,,,,,m,,×,
1241,,,fisk-ubest./skæl m.v.,,,,,,,,,,,,,,,G.S.,,Danekræ - 181,,÷,
1242,,,fisk-ubest/mange skæl m. v.,,,,,,,,,,,,,,,G.S. ,,Danekræ - 181,,÷,
1243,,,fisk-furichtyodes/komplet,,,,,,,,,,,,,,,,,m  ,,×,
1244,,,fisk-reje,,,,,,,,,,,,,,,G.S.,,19,,×,
1245,,,fisk-acanthopterygii,,,,,,,,,,,,,,,G.S,,m,,×,
1246,,,fisk-sild/hoved med øje,,,,,,,,,,,,,,,indeh. 3 stk.,,m,,×,
1247,,,ins-ins-græshoppe/vinge,,,,,,,,,,,,,,,,,m,,×,
1248,,,bot-træ/fragm. Af gren + lidt blad,,,,,,,,,,,,,,,,,m+m-stue,,×,
1249,,,bot-træ uden overflade,,,,,,,,,,,,,,,,,m,,×,
1250,,,bot-træ uden overflade/porøs,,,,,,,,,,,,,,,,,m,,×,
1251,,,fisk-makrel/fragm.,,,,,,,,,,,,,,,,,m,,×,
1252,,,,,,,,,,,,,,,,,,D-kræ ?? Ingen emnekort,,?????,,÷,
1253,,,,,,,,,,,,,,,,,,ingen emnekort,,fandtes v. rev 04,,÷,
1254,,,mineraler-pimpsten/ærtestor,,,,,,,,,,,,,,,,,m,,×,
1255,,,bot-kødtræ/fin struktur,,,,,,,,,,,,,,,,,m,,×,
1256,,,inv.-musling/i top af askelag,,,,,,,,,,,,,,,,,m,,×,
1257,,,fisk-argentina/hel,,,,,,,,,,,,,,,,,m,,×,
1258,,,inv-sandmusling+tæge,,,,,,,,,,,,,,,,,m,,×,
1259,,,ins-damtæge/næsten hel,,,,,,,,,,,,,,,,,m,,×,
1260,,,,,,,,,,,,,,,,,,ingen emnekort,,mgl v. rev 04,,÷,
1261,,,sporfossiler-ormegange/4 gange,,,,,,,,,,,,,,,,,m,,×,
1262,,,fisk-ubest./kæbe m. tænder,,,,,,,,,,,,,,,,,m,,×,
1263,,,fisk-ubest./skæl,,,,,,,,,,,,,,,,,m,,×,
1264,,,"fisk-rødfisk/komplet, lille",,,,,,,,,,,,,,,,,m + 15,,×,
1265,,,,,,,,,,,,,,,,,,ingen emnekort,,mgl. v. rev 04,,÷,
1266,,,ins-ins-græshoppe/vinge,,,,,,,,,,,,,,,,,m,,×,
1267,,,,,,,,,,,,,,,,,,ingen emnekort,,mgl. v. rev 04.,,÷,
1268,,,,,,,,,,,,,,,,,,ingen emnekort,,mgl. v. rev 04.,,÷,
1269,,,ins-netvinge-neoroptera/vinge,,,,,,,,,,,,,,,,,m,,×,
1270,,,sporfossil-havbørsteorm/svagt aftryk,,,,,,,,,,,,,,,,,m,,×,
1271,,,koprolit/fint,,,,,,,,,,,,,,,,,m,,×,
1272,,,,,,,,,,,,,,,,,,ingen emnekort,,mgl. V.sidste rev,,÷,
1273,,,ins-ubekendt/vinge-svagt,,,,,,,,,,,,,,,,,m,,×,
1274,,,koprolit/fint,,,,,,,,,,,,,,,,,m,,×,
1275,,,bot-løv/del af blad,,,,,,,,,,,,,,,,,m,,×,
1276,,,fisk-ubekendt/ 2 juvenile,,,,,,,,,,,,,,,,,m,,×,
1277,,,bot-macclintochia kaneii,,,,,,,,,,,,,,,noget galt m. reg numrene??,,61,,×,
1278,,,fisk-ubekendt/lille aftryk,,,,,,,,,,,,,,,,,m,,×,
1279,,,fisk-benfisk/ktanium,,,,,,,,,,,,,,,Bonde,,m,,×,
1280,,,bot-træ+insekter/blad,,,,,,,,,,,,,,,reg nr.omfatter en kassefuld,,m-stue,,×,
1281,,,ins-flue??/hoved + forkrop,,,,,,,,,,,,,,,,,m,,×,
1282,,,ins-ubek./hel vinge,,,,,,,,,,,,,,,,,m,,×,
1283,,,ins-ørentvist/bagkrop,,,,,,,,,,,,,,,,,m,,×,
1284,,,ins-ubek/vinge,,,,,,,,,,,,,,,,,m,,×,
1285,,,ins-tæger/adskillige,,,,,,,,,,,,,,,,,m:C + m-stue:A+B,,×,
1286,,,ins-bredtæge(pentatomidae),,,,,,,,,,,,,,,,,m,,×,
1287,,,inv-krabbe/hel klo,,,,,,,,,,,,,,,,,m,,×,
1288,,,bot-frugtel nød/meget velbevaret,,,,,,,,,,,,,,,,,m,,×,
1289,,,koprolit + hajtand,,,,,,,,,,,,,,,Bonde 08,,m,,×,
1290,,,bot-træ/Sequia,,,,,,,,,,,,,,,3 stk.,,m-stue,,×,
1291,,,ins-ins-fluer,,,,,,,,,,,,,,,,Mange sten. ,m-stue,,×,
1292,,,ins-ins-cikade/vinge,,,,,,,,,,,,,,,,,m,,×,
1293,,,ins-ubest/hel vinge,,,,,,,,,,,,,,,,,m,,×,
1294,,,ins-sommerfugl/vinger m. flossede ender,,,,,,,,,,,,,,,,,m,,×,
1295,,,ins-tæge/hel,,,,,,,,,,,,,,,,,m,,×,
1296,,,ins-tæge/hel uden ben,,,,,,,,,,,,,,,,,m,,×,
1297,,,ins-tæge/fragm af bagkrop,,,,,,,,,,,,,,,,,m,,×,
1298,,,ins.tægeer/ 2 stk,,,,,,,,,,,,,,,,,m,,×,
1299,,,fisk-ubek/fiskehoved,,,,,,,,,,,,,,,,,m,,×,
1300,,,mineraler-gips/udfældning,,,,,,,,,,,,,,,,,m,,×,
1301,,,ins-ubekendt/vinge-svagt,,,,,,,,,,,,,,,,,m,,×,
1302,,,bot/hasselnød+insektvinge,,,,,,,,,,,,,,,,,m,,×,
1303,,,ins.-ubek./hel/fin,,,,,,,,,,,,,,,,,m,,×,
1304,,,insekt/frøtæge,,,,,,,,,,,,,,,Henrik Madsen ,,45B,,×,
1305,,,ins-ubek./bagkrop OK.,,,,,,,,,,,,,,,,,m,,×,
1306,,,ins-ubek./dårlig,,,,,,,,,,,,,,,,,m,,×,
1307,,,ins-ubek,,,,,,,,,,,,,,,,,m,,×,
1308,,,ins-spyflue/krop m. vinger,,,,,,,,,,,,,,,Udlånt til S.A. 2003,,B er på m,,×,
1309,,,ins-tæge/fiskerester + insekt,,,,,,,,,,,,,,,,,m,,×,
1310,,,ins-ubek./lagflade m. insekter,,,,,,,,,,,,,,,,,m,,×,
1311,,,ins.ubek./vinge,,,,,,,,,,,,,,,Er det en vinge??,,m,,×,
1312,,,inv.-snegl/halvdel synlig,,,,,,,,,,,,,,,,,m,,×,
1313,,,ins-ubek/krop uden hoved,,,,,,,,,,,,,,,,,m,,×,
1314,,,ins-ubek + koproliter + stængel,,,,,,,,,,,,,,,,,m,,×,
1315,,,ins-ubek./vinge,,,,,,,,,,,,,,,Er det en vinge??,,m,,×,
1316,,,ins-ubek./for-og bagkrop,,,,,,,,,,,,,,,,,m,,×,
1317,,,ins-ubek/næsten hel men utydelig,,,,,,,,,,,,,,,,,m,,×,
1318,,,ins-ubek/hel lidt flosset vinge,,,,,,,,,,,,,,,Hvor er B pl.,,m,,×,
1319,,,ins-ubek./krop + hoved,,,,,,,,,,,,,,,,,m,,×,
1320,,,ins-ubek/hoved+fragm. Af bagkrop,,,,,,,,,,,,,,,,,m,,×,
1321,,,ins-sommerfugl/vinger,,,,,,,,,,,,,,,,,m-jalousiskab,,×,
1322,,,ins-ubek/ 5-6 fragm. Meget slørede,,,,,,,,,,,,,,,,,m,,×,
1323,,,inv-snegl/synlig fragm.,,,,,,,,,,,,,,,,,m,,×,
1324,,,ins-ubek/ 3 stk.,,,,,,,,,,,,,,,,,m,,×,
1325,,,ins-ubek./ store vinger,,,,,,,,,,,,,,,,,m,,×,
1326,,,,,,,,,,,,,,,,,,ingen emnekort,,fandtes v. rev 04,,÷,
1327,,,ins-ins-cikade/vinge + træstykke,,,,,,,,,,,,,,,,,m + 43,,×,
1328,,,ins-ubek/vinge m. aftegninger+andet,,,,,,,,,,,,,,,,,m,,×,
1329,,,bot-frugt el. nød/flot aftryk,,,,,,,,,,,,,,,,,m,,×,
1330,,,ins-stankelben?/fragm. Uden hoved + vinger,,,,,,,,,,,,,,,,,m,,×,
1331,,,ins-ubek/krop m. aftegn. Af vinge,,,,,,,,,,,,,,,,,m,,×,
1332,,,fisk-tarpon/fint skæl,,,,,,,,,,,,,,,,,m,,×,
1333,,,ins-ubek/utydelig,,,,,,,,,,,,,,,,,m,,×,
1334,,,bot-træ/forstenet + grene,,,,,,,,,,,,,,,,,m,,×,
1335,,,ins-stankelb(bimakulatos)/hoved + forkrop,,,,,,,,,,,,,,,,,m,,×,
1336,,,,,,,,,,,,,,,,,,ingen emnekort,,mgl. V.sidste rev.,,÷,
1337,,,,,,,,,,,,,,,,,,ingen emnekort.Se 1327+1337 se gl. revision,,fandtes v. rev 04.,,÷,
1338,,,,,,,,,,,,,,,,,,ingen emnekort,,mgl v. rev 04.,,÷,
1339,,,bot-kvist/med blade,,,,,,,,,,,,,,,,,m,,×,
1340,,,ins-vandnymfe el stankelb/vinge,,,,,,,,,,,,,,,,,m,,×,
1341,,,bot-fossilt træ,,,,,,,,,,,,,,,,,m-stue,,×,
1342,,,mineral-krystal/med enkelt arm,,,,,,,,,,,,,,,,,m,,×,
1343,,,ins-ubek/vinge + træ,,,,,,,,,,,,,,,,,m,,×,
1344,,,ins-ubek/ vinger + snegle,,,,,,,,,,,,,,,,,m-stue,,×,
1345,,,,,,,,,,,,,,,,,,Mangelfuldt emnekort,,fandtes v. rev 04.,,÷,
1346,,,fisk-strømsild/hale + insekter,,,,,,,,,,,,,,,,,m,,×,
1347,,,ins-ins-myg(dipthera)/næsten hel,,,,,,,,,,,,,,,,,m-stue,,×,
1348,,,ins-biller/ 1 stk. rimelig god,,,,,,,,,,,,,,,,,m,,×,
1349,,,ins-stankelb/fragm + fiskerester,,,,,,,,,,,,,,,,,m,,×,
1350,,,bot-træ/ flere trærester,,,,,,,,,,,,,,,,,m,,×,
1351,,,bot- træ/ med ved + fiskerester,,,,,,,,,,,,,,,,,m,,×,
1352,,,bot-træ/ + frø,,,,,,,,,,,,,,,,,m,,×,
1353,,,bot-frø el knop/ fint aftryk,,,,,,,,,,,,,,,,,m,,×,
1354,,,ins-bille/flot m. hoved + krop,,,,,,,,,,,,,,,,,m,,×,
1355,,,bot-riskorn/ 1 stk + fiskerester,,,,,,,,,,,,,,,,,m,,×,
1356,,,bot-rodstængel/ med lignit,,,,,,,,,,,,,,,,,m,,×,
1357,,,inv-trilobit/fint modtryk,,,,,,,,,,,,,,,,,m,,×,
1358,,,fisk-argentina/ med tydeligt øje,,,,,,,,,,,,,,,,,m,,×,
1359,,, ,,,,,,,,,,,,,,,,,m,,×,
1360,,,,,,,,,,,,,,,,,,ingen emnekort,,÷ nr. v. rev 04,,÷,
1361,,,,,,,,,,,,,,,,,,ingen emnekort,,÷ nr. v. rev 04,,÷,
1362,,,,,,,,,,,,,,,,,,ingen emnekort,,÷ nr. v. rev 04,,÷,
1363,,,,,,,,,,,,,,,,,,ingen emnekort,,÷ nr. v. rev 04,,÷,
1364,,,,,,,,,,,,,,,,,,ingen emnekort,,÷ nr. v. rev 04,,÷,
1365,,+modplade,Fisk,,Pindsvinefisk,,,,"Pindsvinefisk type A, Oppustet",Stolleklint,Henny Jacobsen,10mm*5mm,,Stolleklint Ler,GOD,1,1,Bonde 09,,16,,×,
1366,,,fisk-ubest.,,,,,,,,,,,,,,,Bonde 09,,m,,×,
1367,,,ins-skøjteløber/hel krop + 2 ben,,,,,,,,,,,,,,,,,A:45A - B: m-stue,,×,
1368,,,Insekt,,Græshoppe,Orthoptera,,,,,,,,,,,,,,m,,×,
1369,,,ins-ins-græshoppe + myre??,,,,,,,,,,,,,,,Fint aftryk af nød/frugt på B pl. Bagside,,m,,×,
1370,,- modplade,Insekt,,Tæge,Hemiptera,,?,?,?,?,11*5mm,125*100*8mm,cementsten,ok,,,Ingen emnekort,,m,,×,
1371,,,fisk-mene/snude + lidt hale mgl.,,,,,,,,,,,,,,,,,36,,×,
1372,1,,Fisk,,Antigonia,,,,Fragmenteret -hoved +hale,Fur,Thomas Klode,17mm*12mm,,lamineret moler,ok,1,,,,15,,×,
1372,2,,Botanik,,Kogle,Araucaria?,,,Lille kogle på stilk ,Fur,Thomas Klode,7mm*14mm,,lamineret moler,ok,1,,,,15,,,
1373,,,ins-svirreflue(syrphidea),,,,,,,,,,,,,,,,,m,,×,
1374,,,ins-cikade,,,,,,,,,,,,,,,,,54,,×,
1375,,,ins-ins-myg el bladluis/helt,,,,,,,,,,,,,,,,,45B,,×,
1376,,,struktur-gravegang/ af vulkansk aske,,,,,,,,,,,,,,,,,62 B,,×,
1377,,,mineraler-pimpsten,,,,,,,,,,,,,,,,,m,,×,
1378,,,inv-søstjerne/ 1 stk. arm,,,,,,,,,,,,,,,,,60,,×,
1379,,,ins-snyltehvepse/ blok m. mange,,Ugler - Møl,,,,,,,,,,,,,obs montrenumre !!,,42A,,×,
1380,,,ins-vandkalve,,,,,,,,,,,,,,,,,m,,×,
1381,,,mineraler-pimpsten,,,,,,,,,,,,,,,,,51B,,×,
1382,,,bot-blad/ fra macclintochia kaneii,,,,,,,,,,,,,,,,,m + 30,,×,
1383,,,mineraler-zeolit,,,,,,,,,,,,,,,,,m,,×,
1384,,,fisk-hajtand,,,,,,,,,,,,,,,,,18,,×,
1385,,,fisk-sildefisk/halen,,,,,,,,,,,,,,,,,m,7,×,
1386,,,fisk-yngel,,,,,,,,,,,,,,,,,m,,×,
1387,,,fisk-yngel/guldlax el strømsild,,,,,,,,,,,,,,,Bonde,,m,,×,
1388,,,fisk-makrel/kæbe m tænder,,,,,,,,,,,,,,,,,9,,×,
1389,,,kæmpemyre ( formicidae) /flot,,,,,,,,,,,,,1,,Rust & Andersen,,m,,×,
1390,,,bot.-løvblad/lille afbræk,,,,,,,,,,,,,,,,,m,,×,
1391,,,fisk-yngel,,,,,,,,,,,,,,,,,19,,×,
1392,,,fisk-smelt/yngel,,,,,,,,,,,,,,,,,m,,×,
1393,,,fisk-yngel/smelt el. guldlax,,,,,,,,,,,,,,,Bonde,,m,,×,
1394,,,fisk-antigonia,,,,,,,,,,,,,,,Bonde 09,,m,,×,
1395,,,fisk-smelt/unge,,,,,,,,,,,,,,,Bonde (fossilet byttet m kinafisk),,19,,×,
1396,,,fisk-laksefisk/ uden hoved,,,,,,,,,,,,,,,,,m,7,×,
1397,,,fisk-ulk/ganeknogle,,,,,,,,,,,,,,,,,11,,×,
1398,,,fisk-yngel/guldlax/strømsild/,,,,,,,,,,,,,,,Bonde 04 + 09,,m,,×,
1399,,,fisk-ubek./ hoved med tydeligt øje,,,,,,,,,,,,,,,,,m,,×,
1400,,,fisk-hajtand. Fint aftryk,,,,,,,,,,,,,1,,D. Ward 2008,,18,,×,
1401,,,fisk-fiskeyngel,,,,,,,,,,,,,,,,,m,,×,
1402,,,fisk-larve/makrelfisk?,,,,,,,,,,,,,,,,,m,,×,
1403,,,mineraler-baryt/ i askelag,,,,,,,,,,,,,,,,,mineralskab,3,×,
1404,,,fisk-nålefisk/ uden hoved og hale,,,,,,,,,,,,,,,Bonde 09,,m + 16,,×,
1405,,,fisk-sild/fin men med mast hoved,,,,,,,,,,,,,,,,,m,,×,
1406,,,fisk-ulk/ganrknogle,,,,,,,,,,,,,,,,,11,,×,
1407,,,ins-stankelben + flue,,,,,,,,,,,,,,,,,m,,×,
1408,,,fisk-argentina/hel uden hale,,,,,,,,,,,,,,,,,m-stue,,×,
